UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
191241,37, 37,"R",10,"R",9
191241,39, 39,"R",29,"R",27
191241,40, 40,"R",1,"R",1
191241,41, 41,"R",5,"R",4
191241,42, 42,"R",96,"R",96
191241,44, 44,"R",12,"R",12
191241,45, 45,"R",2,"R",2
191241,47, 47,"R",7,"R",7
191241,48, 48,"R",48,"R",46
191241,50, 50,"R",4,"R",3
191241,51, 51,"R",25,"R",24
191241,53, 53,"R",17,"R",16
191241,54, 54,"R",1,"R",1
191241,55, 55,"R",7,"R",6
191241,57, 57,"R",35,"R",31
191241,58,999,"R",2048,"R",1996
191241,66, 66,"R",1,"R",1
191241,72, 72,"R",5,"R",5
191241,78, 78,"R",1,"R",1
191241,89,999,"R",7,"R",7
191241,90, 90,"R",228,"R",213
191241,99, 99,"R",2283,"R",2216
191287, 6,  6,"R",3,"R",3
191287, 8,  8,"R",1,"R",0
191287, 9,  9,"R",2,"R",0
191287,12, 12,"R",6,"R",3
191287,18, 18,"R",1,"R",1
191287,25, 25,"R",1,"R",1
191287,26, 26,"R",2,"R",1
191287,31, 31,"R",1,"R",0
191287,34, 34,"R",22,"R",4
191287,36, 36,"R",126,"R",17
191287,37, 37,"R",1,"R",1
191287,39, 39,"R",1,"R",0
191287,42, 42,"R",3,"R",0
191287,44, 44,"R",1,"R",0
191287,45, 45,"R",1,"R",0
191287,47, 47,"R",1,"R",0
191287,48, 48,"R",1,"R",1
191287,53, 53,"R",1,"R",1
191287,55, 55,"R",1,"R",1
191287,58,999,"R",176,"R",34
191287,90, 90,"R",14,"R",0
191287,98, 98,"R",17,"A",
191287,99, 99,"R",207,"R",34
191302, 9,  9,"R",1,"R",1
191302,33, 33,"R",1,"R",1
191302,36, 36,"R",535,"R",389
191302,50, 50,"R",1,"Z",0
191302,58,999,"R",538,"R",391
191302,90, 90,"R",37,"R",7
191302,99, 99,"R",575,"R",398
191339, 4,  4,"R",1,"R",1
191339,12, 12,"R",2,"R",2
191339,13, 13,"R",1,"Z",0
191339,18, 18,"R",1,"R",1
191339,23, 23,"R",1,"R",1
191339,25, 25,"R",4,"R",4
191339,26, 26,"R",4,"Z",0
191339,32, 32,"R",1,"R",1
191339,34, 34,"R",1,"R",1
191339,36, 36,"R",823,"R",630
191339,39, 39,"R",1,"R",1
191339,42, 42,"R",4,"R",4
191339,44, 44,"R",1,"R",1
191339,48, 48,"R",1,"R",1
191339,55, 55,"R",1,"R",1
191339,58,999,"R",847,"R",649
191339,72, 72,"R",3,"R",3
191339,89,999,"R",3,"R",3
191339,90, 90,"R",47,"R",22
191339,99, 99,"R",897,"R",674
191533, 4,  4,"R",1,"R",1
191533, 6,  6,"R",6,"R",6
191533, 9,  9,"R",14,"R",14
191533,10, 10,"R",5,"R",5
191533,17, 17,"R",1,"R",1
191533,18, 18,"R",1,"R",1
191533,23, 23,"R",2,"R",2
191533,24, 24,"R",3,"R",3
191533,25, 25,"R",4,"R",4
191533,33, 33,"R",2,"R",2
191533,34, 34,"R",17,"R",17
191533,36, 36,"R",269,"R",269
191533,41, 41,"R",1,"R",1
191533,42, 42,"R",10,"R",10
191533,44, 44,"R",2,"R",2
191533,50, 50,"R",3,"R",3
191533,51, 51,"R",1,"R",1
191533,53, 53,"R",2,"R",2
191533,56, 56,"R",1,"R",1
191533,57, 57,"R",3,"R",3
191533,58,999,"R",348,"R",348
191533,90, 90,"R",3,"R",3
191533,99, 99,"R",351,"R",351
191612, 6,  6,"R",1,"R",1
191612, 9,  9,"R",11,"R",10
191612,12, 12,"R",2,"R",2
191612,25, 25,"R",2,"R",2
191612,34, 34,"R",2,"Z",0
191612,36, 36,"R",547,"R",447
191612,39, 39,"R",1,"R",1
191612,48, 48,"R",2,"R",2
191612,49, 49,"R",2,"R",2
191612,58,999,"R",570,"R",467
191612,90, 90,"R",41,"Z",0
191612,99, 99,"R",611,"R",467
191649, 1,  1,"R",2,"R",2
191649, 4,  4,"R",5,"R",5
191649, 6,  6,"R",42,"R",42
191649, 8,  8,"R",7,"R",7
191649, 9,  9,"R",81,"R",80
191649,10, 10,"R",11,"R",10
191649,12, 12,"R",35,"R",33
191649,13, 13,"R",7,"R",7
191649,17, 17,"R",16,"R",13
191649,18, 18,"R",1,"R",1
191649,21, 21,"R",1,"R",1
191649,23, 23,"R",8,"R",8
191649,24, 24,"R",46,"R",36
191649,25, 25,"R",96,"R",96
191649,26, 26,"R",1,"R",1
191649,27, 27,"R",6,"R",6
191649,29, 29,"R",1,"R",1
191649,31, 31,"R",1,"R",1
191649,32, 32,"R",3,"R",2
191649,33, 33,"R",12,"R",12
191649,34, 34,"R",119,"R",118
191649,36, 36,"R",818,"R",808
191649,37, 37,"R",10,"R",10
191649,39, 39,"R",6,"R",6
191649,40, 40,"R",1,"R",1
191649,41, 41,"R",2,"R",2
191649,42, 42,"R",93,"R",91
191649,44, 44,"R",12,"R",12
191649,45, 45,"R",1,"R",1
191649,47, 47,"R",5,"R",5
191649,48, 48,"R",32,"R",31
191649,50, 50,"R",4,"R",4
191649,51, 51,"R",19,"R",19
191649,53, 53,"R",6,"R",6
191649,54, 54,"R",1,"R",1
191649,55, 55,"R",3,"R",3
191649,57, 57,"R",15,"R",14
191649,58,999,"R",1529,"R",1496
191649,72, 72,"R",2,"R",2
191649,89,999,"R",2,"R",2
191649,90, 90,"R",107,"R",86
191649,99, 99,"R",1638,"R",1584
191719, 9,  9,"R",1,"R",1
191719,10, 10,"R",1,"R",1
191719,12, 12,"R",1,"Z",0
191719,24, 24,"R",1,"R",1
191719,25, 25,"R",9,"R",8
191719,26, 26,"R",1,"Z",0
191719,34, 34,"R",12,"R",12
191719,36, 36,"R",2208,"R",1732
191719,37, 37,"R",2,"R",2
191719,39, 39,"R",1,"R",1
191719,42, 42,"R",3,"R",2
191719,45, 45,"R",1,"R",1
191719,50, 50,"R",4,"R",2
191719,51, 51,"R",1,"R",1
191719,58,999,"R",2246,"R",1764
191719,90, 90,"R",8,"R",4
191719,99, 99,"R",2254,"R",1768
191931, 4,  4,"R",1,"R",1
191931, 6,  6,"R",6,"R",6
191931, 8,  8,"R",1,"R",1
191931, 9,  9,"R",84,"R",84
191931,12, 12,"R",5,"R",5
191931,17, 17,"R",4,"R",4
191931,21, 21,"R",1,"R",1
191931,23, 23,"R",1,"R",1
191931,24, 24,"R",2,"R",2
191931,25, 25,"R",6,"R",6
191931,29, 29,"R",1,"R",1
191931,32, 32,"R",1,"R",1
191931,33, 33,"R",2,"R",2
191931,34, 34,"R",61,"R",61
191931,36, 36,"R",645,"R",645
191931,39, 39,"R",2,"R",2
191931,41, 41,"R",1,"R",1
191931,42, 42,"R",6,"R",6
191931,44, 44,"R",7,"R",7
191931,48, 48,"R",2,"R",2
191931,50, 50,"R",1,"R",1
191931,51, 51,"R",4,"R",4
191931,53, 53,"R",1,"R",1
191931,57, 57,"R",10,"R",10
191931,58,999,"R",855,"R",855
191931,78, 78,"R",3,"R",3
191931,89,999,"R",3,"R",3
191931,90, 90,"R",2,"R",2
191931,99, 99,"R",860,"R",860
191986,12, 12,"R",4,"R",3
191986,24, 24,"R",1,"R",1
191986,35, 35,"R",1,"R",1
191986,36, 36,"R",705,"R",519
191986,39, 39,"R",1,"R",1
191986,42, 42,"R",67,"R",39
191986,51, 51,"R",1,"Z",0
191986,57, 57,"R",1,"Z",0
191986,58,999,"R",781,"R",564
191986,90, 90,"R",13,"R",3
191986,99, 99,"R",794,"R",567
192022, 6,  6,"R",1,"Z",0
192022, 9,  9,"R",1,"R",1
192022,10, 10,"R",1,"Z",0
192022,11, 11,"R",1,"Z",0
192022,12, 12,"R",2,"Z",0
192022,13, 13,"R",5,"R",1
192022,24, 24,"R",1,"Z",0
192022,34, 34,"R",3,"R",1
192022,36, 36,"R",829,"R",561
192022,42, 42,"R",2,"R",2
192022,47, 47,"R",1,"Z",0
192022,48, 48,"R",1,"R",1
192022,51, 51,"R",1,"Z",0
192022,57, 57,"R",1,"Z",0
192022,58,999,"R",850,"R",567
192022,90, 90,"R",5,"R",3
192022,99, 99,"R",855,"R",570
192439, 4,  4,"R",2,"R",2
192439, 6,  6,"R",14,"R",14
192439, 9,  9,"R",2,"R",2
192439,12, 12,"R",10,"R",10
192439,13, 13,"R",1,"R",1
192439,17, 17,"R",1,"R",1
192439,24, 24,"R",7,"R",5
192439,25, 25,"R",7,"R",7
192439,26, 26,"R",2,"R",2
192439,27, 27,"R",3,"R",3
192439,29, 29,"R",1,"R",0
192439,30, 30,"R",1,"R",1
192439,33, 33,"R",2,"R",2
192439,34, 34,"R",42,"R",34
192439,36, 36,"R",494,"R",434
192439,37, 37,"R",5,"R",3
192439,39, 39,"R",1,"R",0
192439,41, 41,"R",3,"R",3
192439,42, 42,"R",11,"R",11
192439,44, 44,"R",1,"R",1
192439,45, 45,"R",2,"R",2
192439,47, 47,"R",2,"R",2
192439,48, 48,"R",4,"R",4
192439,51, 51,"R",4,"R",4
192439,53, 53,"R",1,"R",1
192439,57, 57,"R",51,"R",38
192439,58,999,"R",674,"R",587
192439,99, 99,"R",674,"R",587
192448, 4,  4,"R",1,"R",1
192448, 6,  6,"R",6,"R",6
192448, 8,  8,"R",2,"R",2
192448, 9,  9,"R",7,"R",7
192448,10, 10,"R",2,"R",2
192448,12, 12,"R",5,"R",5
192448,13, 13,"R",3,"R",3
192448,16, 16,"R",2,"R",2
192448,17, 17,"R",5,"R",5
192448,19, 19,"R",1,"R",1
192448,21, 21,"R",1,"R",1
192448,24, 24,"R",5,"R",5
192448,25, 25,"R",4,"R",4
192448,26, 26,"R",1,"R",1
192448,34, 34,"R",17,"R",17
192448,35, 35,"R",2,"R",2
192448,36, 36,"R",559,"R",554
192448,37, 37,"R",6,"R",6
192448,39, 39,"R",5,"R",5
192448,41, 41,"R",2,"R",2
192448,42, 42,"R",2,"R",2
192448,44, 44,"R",2,"R",2
192448,45, 45,"R",3,"R",3
192448,48, 48,"R",9,"R",9
192448,51, 51,"R",6,"R",6
192448,55, 55,"R",1,"R",1
192448,57, 57,"R",30,"R",15
192448,58,999,"R",689,"R",669
192448,90, 90,"R",5,"R",1
192448,99, 99,"R",694,"R",670
192749, 4,  4,"R",2,"R",2
192749, 6,  6,"R",7,"R",7
192749, 8,  8,"R",2,"R",2
192749, 9,  9,"R",36,"R",36
192749,10, 10,"R",1,"R",1
192749,12, 12,"R",6,"R",6
192749,15, 15,"R",2,"R",2
192749,17, 17,"R",2,"R",2
192749,23, 23,"R",3,"R",3
192749,24, 24,"R",4,"R",4
192749,25, 25,"R",5,"R",5
192749,26, 26,"R",1,"R",1
192749,32, 32,"R",2,"R",2
192749,34, 34,"R",20,"R",20
192749,36, 36,"R",289,"R",289
192749,37, 37,"R",3,"R",3
192749,39, 39,"R",1,"R",1
192749,42, 42,"R",3,"R",3
192749,44, 44,"R",2,"R",2
192749,48, 48,"R",2,"R",2
192749,51, 51,"R",1,"R",1
192749,53, 53,"R",1,"R",1
192749,58,999,"R",395,"R",395
192749,72, 72,"R",3,"R",3
192749,78, 78,"R",1,"R",1
192749,89,999,"R",4,"R",4
192749,90, 90,"R",17,"R",17
192749,99, 99,"R",416,"R",416
192819, 4,  4,"R",1,"R",1
192819, 6,  6,"R",42,"R",42
192819, 8,  8,"R",1,"R",1
192819, 9,  9,"R",160,"R",160
192819,10, 10,"R",1,"R",1
192819,11, 11,"R",1,"R",1
192819,12, 12,"R",22,"R",22
192819,15, 15,"R",15,"R",15
192819,17, 17,"R",6,"R",6
192819,23, 23,"R",9,"R",9
192819,24, 24,"R",18,"R",18
192819,25, 25,"R",71,"R",71
192819,26, 26,"R",1,"R",1
192819,27, 27,"R",4,"R",4
192819,28, 28,"R",1,"R",1
192819,33, 33,"R",14,"R",14
192819,34, 34,"R",257,"R",257
192819,36, 36,"R",551,"R",551
192819,37, 37,"R",2,"R",2
192819,39, 39,"R",3,"R",3
192819,41, 41,"R",4,"R",4
192819,42, 42,"R",38,"R",38
192819,44, 44,"R",4,"R",4
192819,45, 45,"R",1,"R",1
192819,47, 47,"R",1,"R",1
192819,49, 49,"R",1,"R",1
192819,50, 50,"R",10,"R",10
192819,51, 51,"R",7,"R",7
192819,53, 53,"R",2,"R",2
192819,58,999,"R",1248,"R",1248
192819,72, 72,"R",3,"R",3
192819,89,999,"R",3,"R",3
192819,90, 90,"R",34,"R",34
192819,99, 99,"R",1285,"R",1285
193016, 4,  4,"R",1,"R",1
193016, 6,  6,"R",11,"R",11
193016, 9,  9,"R",18,"R",18
193016,10, 10,"R",1,"R",1
193016,12, 12,"R",6,"R",4
193016,13, 13,"R",2,"R",1
193016,15, 15,"R",1,"R",1
193016,16, 16,"R",1,"Z",0
193016,24, 24,"R",3,"R",3
193016,25, 25,"R",3,"R",1
193016,26, 26,"R",2,"R",2
193016,28, 28,"R",1,"R",1
193016,29, 29,"R",2,"R",2
193016,34, 34,"R",22,"R",20
193016,36, 36,"R",770,"R",719
193016,37, 37,"R",2,"R",2
193016,42, 42,"R",7,"R",5
193016,44, 44,"R",1,"R",1
193016,45, 45,"R",1,"R",1
193016,48, 48,"R",4,"R",4
193016,50, 50,"R",1,"R",1
193016,51, 51,"R",3,"R",2
193016,57, 57,"R",45,"Z",0
193016,58,999,"R",908,"R",801
193016,72, 72,"R",2,"R",2
193016,89,999,"R",2,"R",2
193016,99, 99,"R",910,"R",803
193265,12, 12,"R",1,"R",0
193265,36, 36,"R",62,"R",16
193265,48, 48,"R",1,"R",0
193265,50, 50,"R",1,"R",0
193265,58,999,"R",65,"R",16
193265,99, 99,"R",65,"R",16
193283,13, 13,"R",1,"R",1
193283,19, 19,"R",1,"Z",0
193283,25, 25,"R",1,"Z",0
193283,33, 33,"R",1,"R",1
193283,34, 34,"R",1,"Z",0
193283,36, 36,"R",1302,"R",902
193283,42, 42,"R",2,"R",1
193283,51, 51,"R",1,"Z",0
193283,54, 54,"R",1,"Z",0
193283,58,999,"R",1311,"R",905
193283,90, 90,"R",25,"R",6
193283,99, 99,"R",1336,"R",911
193292, 6,  6,"R",5,"R",4
193292, 8,  8,"R",1,"R",1
193292, 9,  9,"R",2,"R",2
193292,12, 12,"R",1,"R",1
193292,17, 17,"R",1,"R",1
193292,21, 21,"R",1,"R",1
193292,26, 26,"R",1,"R",1
193292,34, 34,"R",3,"R",3
193292,36, 36,"R",480,"R",464
193292,37, 37,"R",1,"R",1
193292,39, 39,"R",2,"R",2
193292,41, 41,"R",1,"R",1
193292,48, 48,"R",7,"R",6
193292,51, 51,"R",1,"R",1
193292,53, 53,"R",1,"R",1
193292,55, 55,"R",1,"R",1
193292,57, 57,"R",2,"R",1
193292,58,999,"R",511,"R",492
193292,90, 90,"R",3,"R",2
193292,99, 99,"R",514,"R",494
193326, 6,  6,"R",1,"Z",0
193326, 9,  9,"R",2,"Z",0
193326,12, 12,"R",1,"Z",0
193326,13, 13,"R",1,"Z",0
193326,17, 17,"R",1,"R",1
193326,23, 23,"R",1,"Z",0
193326,24, 24,"R",2,"R",2
193326,25, 25,"R",2,"R",1
193326,29, 29,"R",1,"R",1
193326,34, 34,"R",5,"R",5
193326,36, 36,"R",2769,"R",2106
193326,37, 37,"R",1,"Z",0
193326,39, 39,"R",3,"R",2
193326,42, 42,"R",1,"R",1
193326,44, 44,"R",1,"R",1
193326,51, 51,"R",2,"R",1
193326,53, 53,"R",1,"R",1
193326,57, 57,"R",1,"Z",0
193326,58,999,"R",2796,"R",2122
193326,90, 90,"R",24,"R",5
193326,99, 99,"R",2820,"R",2127
193478, 9,  9,"R",1,"Z",0
193478,10, 10,"R",2,"R",1
193478,12, 12,"R",2,"R",1
193478,13, 13,"R",2,"R",1
193478,24, 24,"R",1,"R",1
193478,32, 32,"R",1,"R",1
193478,34, 34,"R",1,"Z",0
193478,36, 36,"R",3747,"R",2805
193478,42, 42,"R",1,"Z",0
193478,45, 45,"R",1,"R",1
193478,48, 48,"R",2,"R",1
193478,51, 51,"R",1,"Z",0
193478,58,999,"R",3762,"R",2812
193478,90, 90,"R",12,"R",1
193478,99, 99,"R",3774,"R",2813
193584, 6,  6,"R",1,"R",1
193584, 8,  8,"R",2,"R",1
193584, 9,  9,"R",6,"R",6
193584,10, 10,"R",1,"R",1
193584,12, 12,"R",1,"Z",0
193584,13, 13,"R",1,"R",1
193584,23, 23,"R",2,"R",2
193584,24, 24,"R",6,"R",6
193584,25, 25,"R",10,"R",8
193584,33, 33,"R",1,"R",1
193584,34, 34,"R",5,"R",5
193584,36, 36,"R",481,"R",469
193584,37, 37,"R",1,"R",1
193584,38, 38,"R",1,"R",1
193584,39, 39,"R",6,"R",6
193584,42, 42,"R",14,"R",11
193584,44, 44,"R",2,"R",2
193584,50, 50,"R",1,"R",1
193584,51, 51,"R",4,"R",4
193584,53, 53,"R",2,"R",2
193584,57, 57,"R",1,"R",1
193584,58,999,"R",549,"R",530
193584,90, 90,"R",1,"R",1
193584,99, 99,"R",550,"R",531
193609, 6,  6,"R",1,"Z",0
193609, 9,  9,"R",2,"Z",0
193609,12, 12,"R",3,"Z",0
193609,22, 22,"R",2,"R",1
193609,24, 24,"R",2,"Z",0
193609,27, 27,"R",1,"Z",0
193609,34, 34,"R",3,"R",1
193609,36, 36,"R",13,"R",4
193609,47, 47,"R",2,"Z",0
193609,48, 48,"R",4,"R",3
193609,49, 49,"R",1,"Z",0
193609,55, 55,"R",1,"Z",0
193609,58,999,"R",35,"R",9
193609,98, 98,"R",15,"A",
193609,99, 99,"R",50,"R",9
193654, 1,  1,"R",2,"R",2
193654, 2,  2,"R",1,"R",1
193654, 4,  4,"R",11,"R",8
193654, 5,  5,"R",2,"R",2
193654, 6,  6,"R",167,"R",157
193654, 8,  8,"R",20,"R",18
193654, 9,  9,"R",35,"R",33
193654,10, 10,"R",2,"R",1
193654,11, 11,"R",7,"R",7
193654,12, 12,"R",74,"R",62
193654,13, 13,"R",18,"R",15
193654,15, 15,"R",4,"R",4
193654,16, 16,"R",1,"R",1
193654,17, 17,"R",37,"R",33
193654,18, 18,"R",4,"R",4
193654,19, 19,"R",3,"R",3
193654,20, 20,"R",4,"R",4
193654,21, 21,"R",2,"R",2
193654,22, 22,"R",7,"R",7
193654,23, 23,"R",7,"R",6
193654,24, 24,"R",19,"R",17
193654,25, 25,"R",41,"R",36
193654,26, 26,"R",11,"R",10
193654,27, 27,"R",9,"R",8
193654,29, 29,"R",2,"R",2
193654,30, 30,"R",2,"R",0
193654,31, 31,"R",3,"R",3
193654,32, 32,"R",6,"R",6
193654,33, 33,"R",3,"R",3
193654,34, 34,"R",96,"R",90
193654,35, 35,"R",1,"R",1
193654,36, 36,"R",237,"R",189
193654,37, 37,"R",13,"R",10
193654,38, 38,"R",1,"R",1
193654,39, 39,"R",15,"R",13
193654,41, 41,"R",15,"R",14
193654,42, 42,"R",63,"R",62
193654,44, 44,"R",6,"R",6
193654,45, 45,"R",6,"R",6
193654,47, 47,"R",12,"R",10
193654,48, 48,"R",38,"R",33
193654,49, 49,"R",1,"R",1
193654,50, 50,"R",5,"R",5
193654,51, 51,"R",29,"R",27
193654,53, 53,"R",29,"R",26
193654,54, 54,"R",1,"R",1
193654,55, 55,"R",9,"R",9
193654,57, 57,"R",61,"R",48
193654,58,999,"R",1142,"R",1007
193654,72, 72,"R",3,"R",2
193654,89,999,"R",3,"R",2
193654,90, 90,"R",426,"R",315
193654,98, 98,"R",25,"A",
193654,99, 99,"R",1596,"R",1324
193946,34, 34,"R",2,"R",1
193946,36, 36,"R",1107,"R",854
193946,42, 42,"R",2,"R",1
193946,58,999,"R",1111,"R",856
193946,90, 90,"R",4,"R",2
193946,99, 99,"R",1115,"R",858
193973, 4,  4,"R",1,"R",1
193973, 8,  8,"R",1,"R",1
193973, 9,  9,"R",2,"R",2
193973,10, 10,"R",1,"R",1
193973,11, 11,"R",1,"R",1
193973,12, 12,"R",3,"R",3
193973,24, 24,"R",5,"R",5
193973,25, 25,"R",2,"R",1
193973,27, 27,"R",2,"R",0
193973,32, 32,"R",2,"R",2
193973,34, 34,"R",5,"R",5
193973,36, 36,"R",506,"R",499
193973,39, 39,"R",9,"R",9
193973,42, 42,"R",12,"R",11
193973,45, 45,"R",1,"R",1
193973,48, 48,"R",1,"R",1
193973,51, 51,"R",6,"R",5
193973,54, 54,"R",1,"R",1
193973,55, 55,"R",1,"R",1
193973,58,999,"R",562,"R",550
193973,90, 90,"R",28,"R",24
193973,99, 99,"R",590,"R",574
194091, 1,  1,"R",1,"R",1
194091, 4,  4,"R",1,"R",1
194091, 6,  6,"R",4,"R",4
194091, 8,  8,"R",1,"R",1
194091, 9,  9,"R",8,"R",8
194091,11, 11,"R",1,"R",1
194091,12, 12,"R",13,"R",13
194091,13, 13,"R",6,"R",6
194091,17, 17,"R",2,"R",2
194091,21, 21,"R",1,"R",1
194091,23, 23,"R",2,"R",2
194091,24, 24,"R",3,"R",3
194091,25, 25,"R",2,"R",2
194091,26, 26,"R",3,"R",3
194091,31, 31,"R",1,"R",1
194091,32, 32,"R",1,"R",1
194091,34, 34,"R",79,"R",77
194091,36, 36,"R",664,"R",649
194091,37, 37,"R",2,"R",2
194091,39, 39,"R",1,"R",1
194091,42, 42,"R",10,"R",10
194091,45, 45,"R",1,"R",1
194091,48, 48,"R",4,"R",4
194091,51, 51,"R",3,"R",3
194091,57, 57,"R",3,"R",3
194091,58,999,"R",817,"R",800
194091,60, 60,"R",1,"R",1
194091,72, 72,"R",1,"R",1
194091,89,999,"R",2,"R",2
194091,90, 90,"R",75,"R",55
194091,99, 99,"R",894,"R",857
194116,12, 12,"R",1,"R",1
194116,34, 34,"R",4,"R",3
194116,36, 36,"R",12,"R",2
194116,47, 47,"R",1,"R",1
194116,48, 48,"R",1,"R",0
194116,51, 51,"R",1,"R",1
194116,53, 53,"R",1,"R",1
194116,58,999,"R",21,"R",9
194116,90, 90,"R",4,"R",3
194116,99, 99,"R",25,"R",12
194222, 5,  5,"R",1,"Z",0
194222, 6,  6,"R",3,"R",2
194222, 8,  8,"R",2,"R",2
194222, 9,  9,"R",3,"R",3
194222,12, 12,"R",4,"R",4
194222,13, 13,"R",1,"R",1
194222,16, 16,"R",1,"R",1
194222,17, 17,"R",1,"Z",0
194222,21, 21,"R",1,"Z",0
194222,24, 24,"R",1,"R",1
194222,34, 34,"R",6,"R",5
194222,36, 36,"R",1993,"R",1428
194222,39, 39,"R",2,"R",2
194222,42, 42,"R",1,"R",1
194222,44, 44,"R",1,"R",1
194222,45, 45,"R",1,"Z",0
194222,48, 48,"R",1,"Z",0
194222,51, 51,"R",4,"R",3
194222,53, 53,"R",1,"R",1
194222,58,999,"R",2028,"R",1455
194222,90, 90,"R",9,"R",6
194222,99, 99,"R",2037,"R",1461
194240,34, 34,"R",6,"R",5
194240,36, 36,"R",1282,"R",936
194240,42, 42,"R",2,"R",1
194240,57, 57,"R",1,"R",1
194240,58,999,"R",1291,"R",943
194240,90, 90,"R",2,"R",2
194240,99, 99,"R",1293,"R",945
194392, 2,  2,"R",1,"R",1
194392, 8,  8,"R",1,"R",1
194392, 9,  9,"R",6,"R",4
194392,10, 10,"R",1,"Z",0
194392,12, 12,"R",1,"R",1
194392,22, 22,"R",1,"R",1
194392,23, 23,"R",2,"R",2
194392,24, 24,"R",2,"R",1
194392,25, 25,"R",6,"R",4
194392,27, 27,"R",1,"Z",0
194392,33, 33,"R",5,"R",5
194392,34, 34,"R",12,"R",11
194392,36, 36,"R",116,"R",101
194392,37, 37,"R",3,"R",3
194392,41, 41,"R",1,"R",1
194392,42, 42,"R",11,"R",8
194392,44, 44,"R",1,"R",1
194392,47, 47,"R",1,"R",1
194392,50, 50,"R",21,"R",18
194392,51, 51,"R",2,"R",1
194392,58,999,"R",195,"R",165
194392,99, 99,"R",195,"R",165
194578, 1,  1,"R",1,"R",1
194578, 4,  4,"R",1,"R",1
194578, 5,  5,"R",1,"R",0
194578, 6,  6,"R",57,"R",28
194578, 8,  8,"R",9,"R",5
194578, 9,  9,"R",17,"R",7
194578,11, 11,"R",2,"R",0
194578,12, 12,"R",19,"R",10
194578,13, 13,"R",15,"R",13
194578,15, 15,"R",1,"R",1
194578,17, 17,"R",13,"R",7
194578,18, 18,"R",5,"R",3
194578,20, 20,"R",2,"R",0
194578,21, 21,"R",1,"R",0
194578,22, 22,"R",4,"R",2
194578,23, 23,"R",4,"R",0
194578,24, 24,"R",23,"R",7
194578,25, 25,"R",20,"R",10
194578,26, 26,"R",6,"R",0
194578,27, 27,"R",4,"R",2
194578,29, 29,"R",4,"R",4
194578,30, 30,"R",1,"R",1
194578,31, 31,"R",1,"R",1
194578,33, 33,"R",4,"R",3
194578,34, 34,"R",74,"R",36
194578,35, 35,"R",1,"R",1
194578,36, 36,"R",122,"R",78
194578,37, 37,"R",13,"R",7
194578,39, 39,"R",12,"R",12
194578,40, 40,"R",1,"R",1
194578,41, 41,"R",2,"R",1
194578,42, 42,"R",28,"R",14
194578,44, 44,"R",3,"R",2
194578,45, 45,"R",7,"R",5
194578,47, 47,"R",4,"R",3
194578,48, 48,"R",23,"R",15
194578,49, 49,"R",1,"R",0
194578,50, 50,"R",5,"R",2
194578,51, 51,"R",11,"R",9
194578,53, 53,"R",9,"R",5
194578,54, 54,"R",1,"R",0
194578,55, 55,"R",2,"R",0
194578,58,999,"R",534,"R",297
194578,72, 72,"R",1,"R",1
194578,89,999,"R",1,"R",1
194578,90, 90,"R",301,"R",130
194578,99, 99,"R",836,"R",428
194666,36, 36,"R",66,"R",66
194666,58,999,"R",66,"R",66
194666,90, 90,"R",4,"R",4
194666,99, 99,"R",70,"R",70
194824, 1,  1,"R",2,"R",2
194824, 4,  4,"R",1,"R",1
194824, 6,  6,"R",84,"R",81
194824, 8,  8,"R",10,"R",8
194824, 9,  9,"R",99,"R",95
194824,10, 10,"R",5,"R",4
194824,11, 11,"R",3,"R",3
194824,12, 12,"R",39,"R",38
194824,13, 13,"R",4,"R",4
194824,15, 15,"R",6,"R",6
194824,16, 16,"R",2,"R",2
194824,17, 17,"R",10,"R",9
194824,18, 18,"R",1,"R",0
194824,19, 19,"R",1,"R",1
194824,20, 20,"R",1,"R",1
194824,21, 21,"R",1,"R",0
194824,22, 22,"R",4,"R",2
194824,23, 23,"R",16,"R",13
194824,24, 24,"R",34,"R",29
194824,25, 25,"R",121,"R",114
194824,26, 26,"R",10,"R",5
194824,27, 27,"R",7,"R",6
194824,29, 29,"R",4,"R",4
194824,30, 30,"R",1,"R",1
194824,32, 32,"R",1,"R",1
194824,33, 33,"R",37,"R",33
194824,34, 34,"R",186,"R",180
194824,35, 35,"R",6,"R",4
194824,36, 36,"R",438,"R",419
194824,37, 37,"R",11,"R",11
194824,39, 39,"R",4,"R",4
194824,40, 40,"R",3,"R",3
194824,41, 41,"R",7,"R",6
194824,42, 42,"R",82,"R",79
194824,44, 44,"R",15,"R",14
194824,45, 45,"R",1,"R",1
194824,47, 47,"R",5,"R",5
194824,48, 48,"R",34,"R",24
194824,49, 49,"R",1,"R",1
194824,50, 50,"R",19,"R",19
194824,51, 51,"R",40,"R",38
194824,53, 53,"R",13,"R",11
194824,54, 54,"R",2,"R",2
194824,55, 55,"R",8,"R",8
194824,57, 57,"R",2,"R",2
194824,58,999,"R",1381,"R",1294
194824,72, 72,"R",6,"R",6
194824,89,999,"R",6,"R",6
194824,90, 90,"R",276,"R",252
194824,99, 99,"R",1663,"R",1552
194958, 4,  4,"R",1,"R",1
194958, 6,  6,"R",1,"R",1
194958, 9,  9,"R",2,"R",2
194958,18, 18,"R",1,"R",1
194958,26, 26,"R",2,"R",2
194958,33, 33,"R",1,"R",1
194958,34, 34,"R",3,"R",3
194958,36, 36,"R",186,"R",180
194958,37, 37,"R",1,"R",1
